code postal;date;nombre d'inscrits;Code_commune_INSEE;Nom_commune
97442;2018-12-31;1430;97417;ST PHILIPPE
97480;2019-12-31;9280;97412;ST JOSEPH
97460;2017-11-30;21800;97415;ST PAUL
97442;2019-02-28;1440;97417;ST PHILIPPE
97480;2020-01-31;9340;97412;ST JOSEPH
97460;2017-12-31;21530;97415;ST PAUL
97442;2019-04-30;1440;97417;ST PHILIPPE
97480;2020-02-29;9250;97412;ST JOSEPH
97460;2018-03-31;21660;97415;ST PAUL
97442;2019-05-31;1420;97417;ST PHILIPPE
97480;2020-03-31;9290;97412;ST JOSEPH
97460;2018-04-30;21580;97415;ST PAUL
97442;2019-08-31;1430;97417;ST PHILIPPE
97480;2020-06-30;9260;97412;ST JOSEPH
97460;2018-06-30;21480;97415;ST PAUL
97442;2020-03-31;1340;97417;ST PHILIPPE
97480;2020-10-31;9370;97412;ST JOSEPH
97460;2018-07-31;21590;97415;ST PAUL
97442;2020-05-31;1340;97417;ST PHILIPPE
97480;2021-01-31;9310;97412;ST JOSEPH
97460;2019-03-31;21760;97415;ST PAUL
97442;2020-10-31;1350;97417;ST PHILIPPE
97480;2021-03-31;9210;97412;ST JOSEPH
97460;2019-08-31;21820;97415;ST PAUL
97442;2020-11-30;1350;97417;ST PHILIPPE
97480;2021-05-31;9120;97412;ST JOSEPH
97460;2019-12-31;21160;97415;ST PAUL
